e80aa497-1ee5-4a4e-a195-ae4e2c8062d4,2024-04-24T12:57:55.876444,103.78249,1.30298
e80aa497-1ee5-4a4e-a195-ae4e2c8062d4,2024-04-24T12:57:55.876444,103.93728,1.34879
e80aa497-1ee5-4a4e-a195-ae4e2c8062d4,2024-04-24T12:57:55.876444,103.89067,1.39506
e80aa497-1ee5-4a4e-a195-ae4e2c8062d4,2024-04-24T12:57:55.876444,103.98498,1.35172
e80aa497-1ee5-4a4e-a195-ae4e2c8062d4,2024-04-24T12:57:55.876444,103.90854,1.33083
e80aa497-1ee5-4a4e-a195-ae4e2c8062d4,2024-04-24T12:57:55.876444,103.70819,1.34243
e80aa497-1ee5-4a4e-a195-ae4e2c8062d4,2024-04-24T12:57:55.876444,103.90539,1.39895
e80aa497-1ee5-4a4e-a195-ae4e2c8062d4,2024-04-24T12:57:55.876444,103.8578,1.28142
e80aa497-1ee5-4a4e-a195-ae4e2c8062d4,2024-04-24T12:57:55.876444,103.85775,1.29582
e80aa497-1ee5-4a4e-a195-ae4e2c8062d4,2024-04-24T12:57:55.876444,103.98635,1.35415
